Prompt,Response
I need a motherboard of Gigabyte - mid power range,"**Motherboard Name:** Gigabyte Z370 Aorus Gaming 5

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z370

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe NVMe

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus VII Gene

**Company:** Asus

**Socket:** LGA 1150

**Chipset:** Intel Z97

**Max RAM Speed:** 3200 MHz (Dual Channel)

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Strix B350-F Gaming

**Company:** Asus

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** DDR4 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5-inch, M.2

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime B250M-K

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe

**Supported Form Factors:** 

**Form Factor:** Micro-ATX
"
I need a motherboard of ECS - low power range,"**Motherboard Name:** ECS H110H4-M19

**Company:** ECS

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** 2133MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe

**Supported Form Factors:** None mentioned (likely only Micro-ATX)

**Form Factor:** Micro-ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B350M Bazooka

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe

**Supported Form Factors:** 2.5-inch, mSATA, M.2

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-B250M-D2V

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 (PCIe), M.2 (SATA)

**Supported Form Factors:** 

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Rampage III Extreme

**Company:** Asus

**Socket:** LGA 1366

**Chipset:** Intel X58

**Max RAM Speed:** DDR3-2400

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, SATA II, IDE, eSATA, AHCI

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** E-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus B150M-A D3

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B150

**Max RAM Speed:** 2400 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5"" HDD, M.2 SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-AX370M-DS3H

**Company:** Gigabyte

**Socket:** AM4

**Chipset:** AMD X370

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** HDD, SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock B550M-HDV

**Company:** Asrock

**Socket:** AM4

**Chipset:** AMD B550

**Max RAM Speed:** 4600MHz

**Memory Type:** DDR4/DDR5

**Supported Storage Interfaces:** SATA III, M.2 (Key E), M.2 (Key M)

**Supported Form Factors:** Micro-ATX

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus VI Hero

**Company:** Asus

**Socket:** LGA 1150

**Chipset:** Intel Z87

**Max RAM Speed:** 3200 MHz (OC)

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe NVMe, USB 3.1 Gen2, M.2, mSATA

**Supported Form Factors:** M.2, mSATA

**Form Factor:** ATX
"
I need a motherboard of Asus - mid power range,"**Motherboard Name:** Asus Prime X470-Pro

**Company:** Asus

**Socket:** AM4

**Chipset:** AMD X470

**Max RAM Speed:** 3200 MHz ( DDR4-3200 )

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, M.2 SATA, U.2

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD, SATA DVD, USB Flash Drive

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Strix B250F Gaming

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400 MHz

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, M.2 NVMe, M.2 SATA

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B450 Tomahawk

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD B450

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA6Gb/s, M.2 NVMe, PCIe x4

**Supported Form Factors:** 

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B250M Bazooka

**Company:** MSI

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, M.2 SATA, USB-C with DisplayPort

**Supported Form Factors:** 2.5"" HDD, M.2 SSD, mSATA SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI Z370-A Pro

**Company:** MSI

**Socket:** LGA 1151

**Chipset:** Intel Z370

**Max RAM Speed:** 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2 (Key E), M.2 (Key M)

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-Z170-HD3P

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** 2400MHz (or DDR4-2400)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5-inch, M.2

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-A320M-DS2

**Company:** Gigabyte

**Socket:** AM4

**Chipset:** AMD A320

**Max RAM Speed:** DDR4 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA6Gb/s, M.2 (Key E), USB-C

**Supported Form Factors:** M.2 (Key E)

**Form Factor:** Micro-ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B250M Pro-VDH

**Company:** MSI

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2, USB-C, USB-A

**Supported Form Factors:** mSATA, M.2 SSD, SATA HDD

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus IV Extreme-Z

**Company:** Asus

**Socket:** LGA 1155

**Chipset:** Intel Z68

**Max RAM Speed:** 2400 MHz

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** E-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-H270-HD3

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel H270

**Max RAM Speed:** DDR4 2400/2133 MHz

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe x4

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD, mSATA SSD, U.2 NVMe

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Strix Z270F Gaming

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z270

**Max RAM Speed:** DDR4 3200 MHz

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2, UEFI

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD, mSATA SSD, PCIe NVMe

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte Z390 Aorus Elite

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z390

**Max RAM Speed:** DDR4 4600 (or OC to DDR4 3200)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA, M.2 NVMe, PCIe NVMe

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime Z270-AR

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z270

**Max RAM Speed:** DDR4 3200MHz (OC)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2, U.2

**Supported Form Factors:** 2.5"", mSATA, M.2, U.2

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus P6X58D Premium

**Company:** Asus

**Socket:** LGA 1366

**Chipset:** Intel X58

**Max RAM Speed:** DDR3-2400

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA II & SATA III, PCI-E NVMe

**Supported Form Factors:** 2.5-inch and 3.5-inch hard drives, SSDs

**Form Factor:** ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock H110M-HDS

**Company:** Asrock

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** DDR4 2133 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 (SATA and PCIe), USB

**Supported Form Factors:** 2.5"" HDD, M.2 SSD, mSATA SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B450M Pro-M2

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD B450

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** M.2, U.2

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime H270-Plus

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel H270

**Max RAM Speed:** DDR4 2400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe x4, M.2 (NVMe)

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte Z390 Aorus Pro Wifi

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z390

**Max RAM Speed:** DDR4 4600 MHz (OC)

**Memory Type:** DDR4

**Supported Storage Interfaces:** M.2 NVMe, SATA6Gb/s, PCIe 3.0 x4, U.2

**Supported Form Factors:** M.2, U.2, mSATA, SATA

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-970A-DS3P Rev. 2.0

**Company:** Gigabyte

**Socket:** AM3+

**Chipset:** AMD 970

**Max RAM Speed:** DDR3 2600

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe x4

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B350 PC Mate

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe x4

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD, U.2 SSD

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte B550I Aorus Pro AX

**Company:** Gigabyte

**Socket:** AM4

**Chipset:** AMD B550

**Max RAM Speed:** DDR4 4733MHz (OC)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, UFS

**Supported Form Factors:** M.2, U.2

**Form Factor:** Mini-ITX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime B250-Plus

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, M.2 (SATA and PCIe)

**Supported Form Factors:** 2.5"" drive bays x 3, M.2 slot x 2

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-AB350-Gaming 3

**Company:** Gigabyte

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** DDR4 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 (NVMe), PCIe x4

**Supported Form Factors:** HDD, SSD

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus M5A99FX PRO R2.0

**Company:** Asus

**Socket:** AM3+

**Chipset:** AMD 990FX

**Max RAM Speed:** DDR3 2400 MHz (OC)

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Sabertooth Z170 Mark 1

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4-3400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5"", mSATA, U.2

**Form Factor:** ATX
"
I need a motherboard of Maxsun - low power range,"**Motherboard Name:** Maxsun MS-B350FX Gaming Pro

**Company:** Maxsun

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** DDR4 3200MHz (or compatible)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5"" HDD, M.2 SSD

**Form Factor:** ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock B250M-HDV

**Company:** Asrock

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe x4

**Supported Form Factors:** M.2 (SATA and PCIe), U.2

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - high power range,"**Motherboard Name:** Gigabyte B550 Aorus Master

**Company:** Gigabyte

**Socket:** AM4

**Chipset:** AMD B550

**Max RAM Speed:** DDR4 4733 MHz, DDR5 5200 MHz (dependent on CPU)

**Memory Type:** DDR4/DDR5

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2 NVMe, UFS

**Supported Form Factors:** mSATA, M.2, U.2

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime B350M-K

**Company:** Asus

**Socket:** AM4

**Chipset:** AMD B350

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** M.2, U.2, SATA

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus V Formula

**Company:** Asus

**Socket:** LGA 1155

**Chipset:** Intel Z77

**Max RAM Speed:** DDR3-3200

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe, USB

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** E-ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock B450 Pro4

**Company:** Asrock

**Socket:** AM4

**Chipset:** AMD B450

**Max RAM Speed:** 3200MHz (based on the ASRock website)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5-inch, M.2

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Crosshair IV Formula

**Company:** Asus

**Socket:** AM3

**Chipset:** AMD 890FX

**Max RAM Speed:** DDR3-1866

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA II, SATA III, PCIe x2

**Supported Form Factors:** HDD, SSD, Floppy

**Form Factor:** ATX
"
I need a motherboard of ECS - low power range,"**Motherboard Name:** ECS H110M4-C43

**Company:** ECS

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** 2400MHz (assuming it supports DDR4 RAM)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2

**Supported Form Factors:** Micro-ATX, ATX

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Z170-AR

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4-3400 (OC)

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD, U.2

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI B450 Gaming Pro Carbon AC

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD B450

**Max RAM Speed:** 3200 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe x4, M.2 (key A and B), UEFI

**Supported Form Factors:** SSD

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-X58A-UD3R Rev. 2.0

**Company:** Gigabyte

**Socket:** LGA 1366

**Chipset:** Intel X58

**Max RAM Speed:** DDR3 2400 MHz

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA II, SATA III, PCIe x4

**Supported Form Factors:** 2.5-inch drive bays (no specific details provided)

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI H110M PRO-VD

**Company:** MSI

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** DDR4-2400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2

**Supported Form Factors:** 2.5-inch HDD, M.2 SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Prime B360M-K

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B360

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** M.2 NVMe SSD, SATA III, UFS

**Supported Form Factors:** M.2, mSATA, PCIe, SATA

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-Gaming B8

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5"" HDD, M.2 SSD, U.2 SSD

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Z170-P D3

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2 NVMe, M.2 SATA, U.2

**Supported Form Factors:** M.2 (Key E), M.2 (Key M)

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus II Formula

**Company:** Asus

**Socket:** LGA 775

**Chipset:** Intel P45

**Max RAM Speed:** DDR3-2400

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA II, eSATA

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-Z270-HD3

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z270

**Max RAM Speed:** DDR4 2400/2133 (OC)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe x4

**Supported Form Factors:** M.2 SATA, M.2 NVMe

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Z170I Pro Gaming

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4 2400MHz (OC to DDR4 3200MHz)

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2, PCIe NVMe

**Supported Form Factors:** 2.5"", M.2

**Form Factor:** Mini-ITX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus Z170-E

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4-3400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe NVMe

**Supported Form Factors:** AHCI, UEFI

**Form Factor:** ATX
"
I need a motherboard of Biostar - low power range,"**Motherboard Name:** Biostar TB250-BTC Pro

**Company:** Biostar

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4-2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus VI Extreme

**Company:** Asus

**Socket:** LGA 1150

**Chipset:** Intel Z87

**Max RAM Speed:** DDR3-3000

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5-inch hard drive, SSD, mSATA

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI MPG X570 Gaming Plus

**Company:** MSI

**Socket:** AM4

**Chipset:** AMD X570

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** M.2 NVMe, SATA III, PCIe NVMe

**Supported Form Factors:** M.2, U.2, SATA

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte Z390 Aorus Ultra

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z390

**Max RAM Speed:** DDR4 4400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2, U.2

**Supported Form Factors:** M.2, U.2, SATA

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Maximus VII Ranger

**Company:** Asus

**Socket:** LGA 1150

**Chipset:** Intel Z97

**Max RAM Speed:** DDR3-2933

**Memory Type:** DDR3

**Supported Storage Interfaces:** SATA III, PCIe, M.2

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of MSI - low power range,"**Motherboard Name:** MSI H110M PRO-D

**Company:** MSI

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** DDR4 2400 MHz (or higher)

**Memory Type:** DDR4 SDRAM

**Supported Storage Interfaces:** SATA III, PCIe x2

**Supported Form Factors:** HDD, SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-B250M-HD3

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA6Gb/s, M.2, PCIe NVMe

**Supported Form Factors:** 2.5-inch SSD, M.2 SSD

**Form Factor:** Micro-ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Strix X570-F Gaming

**Company:** Asus

**Socket:** AM4

**Chipset:** AMD X570

**Max RAM Speed:** 3200MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe, PCIe 3.0 x4

**Supported Form Factors:** 2.5"", 3.5""

**Form Factor:** ATX
"
I need a motherboard of Asus - mid power range,"**Motherboard Name:** Asus ROG Strix Z270E Gaming

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z270

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe

**Supported Form Factors:** 2.5"", M.2

**Form Factor:** ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock H110 Pro BTC+

**Company:** Asrock

**Socket:** LGA 1151

**Chipset:** Intel H110

**Max RAM Speed:** DDR4 2400 MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5"" SSD, M.2 SSD, USB Flash Drive

**Form Factor:** ATX
"
I need a motherboard of Asrock - low power range,"**Motherboard Name:** Asrock Fatal1ty B250 Gaming K4

**Company:** Asrock

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe x2 NVMe

**Supported Form Factors:** AHCI, M.2

**Form Factor:** ATX
"
I need a motherboard of Asus - low power range,"**Motherboard Name:** Asus ROG Strix B250H Gaming

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel B250

**Max RAM Speed:** DDR4-2400

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA, M.2 NVMe, PCIe x4, USB

**Supported Form Factors:** 

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-H170-Gaming 3 Rev. 1.1

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel H170

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 (NVMe/SATA), PCIe x16 Gen3

**Supported Form Factors:** 2.5"", mSATA, M.2

**Form Factor:** ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte GA-B150M-DS3H

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel B150

**Max RAM Speed:** DDR4 2133/1866/1600

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 (SATA/SPI/PCH), USB-C, HDMI, DisplayPort

**Supported Form Factors:** 

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - low power range,"**Motherboard Name:** Gigabyte H310M S2

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel H310

**Max RAM Speed:** DDR4 2400MHz

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, M.2 NVMe

**Supported Form Factors:** M.2 (Key A and Key B), U.2

**Form Factor:** Micro-ATX
"
I need a motherboard of Gigabyte - mid power range,"**Motherboard Name:** Gigabyte GA-Z170XP-SLI

**Company:** Gigabyte

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** SATA II, SATA III, M.2, mSATA

**Form Factor:** ATX
"
I need a motherboard of Asus - mid power range,"**Motherboard Name:** Asus Z170 Pro Gaming/Aura

**Company:** Asus

**Socket:** LGA 1151

**Chipset:** Intel Z170

**Max RAM Speed:** DDR4-3200

**Memory Type:** DDR4

**Supported Storage Interfaces:** SATA III, PCIe NVMe, M.2

**Supported Form Factors:** 2.5"", mSATA, M.2

**Form Factor:** ATX
"
